;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M-ØA;217;;;;3,25;BI;B;4;;;;;;;;;;0;C;;0;C;;;B;;;;;;;;3,4;;;;;;;;;0;;;B;B;B;;;C;;;;;;;;3,8;;;;;;;D;D;;;;;;;;;2;;3,142857143;12
M-ØA;218;;;;3,25;BI;B;4;;;0;;;;;;;B;;C;;;;;;;D;;;;;;3;;;;B;;;;;;;;;;;;;C;;;;;;;;3,666666667;;C;;;;;;D;;;;;;;;;2,5;;3;8
M-ØA;219;;;;3,31;NMBU;B;4;;;;;;;C;;;;;B;;;;;;;C;;;;;;3,2;;;;;;;;;;;;;;;C;;C;;C;;;;;A;3,333333333;;;;;;A;;D;;;;;;;;;3,5;;3,333333333;9
M-ØA;220;;;;3,3;USN;B;4;;;C;C;C;;;;;;;C;;;;;;;;;;;;;3;;;;B;;;;;;;;B;;B;;;C;;;;;;;;3,8;;;;;;;D;C;;;;;;;;;2,5;;3,133333333;10
M-ØA;221;;;; ; ;A;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
M-ØA;222;;;;3,27;BI;C;3;;;;;;;;;;;C;;E;B;;;D;;;;;;;;2,285714286;;;;;;;;;;;;B;0;;;;D;;;D;;;;;2,5;;;;;;;F;0;;;;;;;;;0;;2;10
M-ØA;223;;;;3,25;NMBU;B;4;;;;B;;;;;;;;A;;;;;;;B;;;;;;4,2;;;;;;;;;;;;A;;;C;;B;;;;;;;B;3,8;;;;;;A;;C;;;;;;;;;4;;4;9
M-ØA;224;;;;3,26;BI;B;4;;;;;;;;;;;C;;;C;;0;;;;;;;;;3;;;;;;;;;;;;B;A;;D;;C;;;;;;;;3,5;;;;;;;B;D;;;;;;;;;3;;3,230769231;9
M-ØA;225;;;;3,3;NMBU;B;4;;;;C;;;;;;;;C;;;;B;;;C;;;;;;3,285714286;;;;;;;;;;;;A;;;F;;C;;;;;;;B;2,4;;;;;C;C;;D;;;;;;;;;2,666666667;;2,833333333;11
M-ØA;226;;;; ; ;C;3;;;;;B;;;;;;;;;;;;;;;;;;;C;3,333333333;;;;;;;;;;;;C;;;;;D;;;;;;;;2,5;;;;;;;;D;;;;;;;B;;3;;3;6
M-ØA;227;;;;3,25;UiT;B;4;;;;B;B;;;;;;;;;;;;;;B;;;;;;4;;;;B;;;;;;;;;;;;;C;;;;;;;;3,666666667;;C;;;;;;C;;;;;;;;;3;;3,583333333;7
M-ØA;228;;;; ; ;B;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;E;;;;;;;0;2,5;;2,5;3
M-ØA;229;;;;3,25;Høgskolen i Østfold;B;4;;;;;;;;;;0;C;;0;C;;;;;;C;;;;;3;;;;;;;;E;A;;;;B;C;;;D;;;;;;;;2,857142857;;;;;;;C;B;;;;;;;;;3,5;;3,0625;12
M-ØA;230;;;;3,25;OsloMet;B;4;;;;;;;;;;A;C;;;B;;0;;;;0;;;;;4;;;;;;;;0;;;;B;A;0;D;;D;;;;;;;;3,333333333;;;;;;;B;B;;;;;;;;;4;;3,733333333;13
M-ØA;231;;;;3,29;OsloMet;B;4;;;;B;B;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;;;A;;C;;;;;;;;;3,666666667;;3,777777778;5
M-ØA;232;;;;3,89;BI + UiO;A;5;;;;B;B;B;;;;C;;;;;;;;;;;;;;;3,666666667;;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;;;;B;;;;;;;;;4;;3,8;6
M-ØA;233;;;;3,31;OsloMet;C;3;;;;;;;;;0;;;B;B;;;D;;;B;;;;;;3,428571429;;;;;;;;;F;;;A;;B;E;;D;;;;;;;;2,166666667;;;;;;A;;A;;;;;;;;;5;;3,352941176;12
M-ØA;234;;;;4,3;NMBU;A;5;;;;;;;C;;;;A;B;;A;;;;;;;;;;;4,166666667;;;;;;;;B;;;;;B;;;;A;;;;;;;;4,2;;;;;;;B;A;;;;;;;;;4,5;;4,266666667;9
M-ØA;235;;;;3,44;NMBU;A;5;;;;;;;;;;;;;;;;;;C;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;A;5;;;;;;;;C;;;;;;;;;3;;3,4;3
M-ØA;236;;;;4,21;NMBU;A;5;;;;;;;;;;;;B;;;;;;;A;;;;;;4,666666667;;;;;;;;;;;;A;;;B;;C;;;;;;;A;4,2;;;;;;A;;B;;;;;;;;;4,5;;4,416666667;8
M-ØA;237;;;;3,3;BI ;C;3;;;;;;;;;;C;C;;;B;;;D;;;;;;;;2,857142857;;;;;;;;D;;;;;C;B;;;C;;;;;;;;2,833333333;;;;;;;B;D;;;;;;;;;3;;2,882352941;10
M-ØA;238;;;;4,44;NMBU;B;4;;;;;;;;;;;A;;;A;;;;;B;;;;;;4,6;;;;;;;;;;;;;A;0;;;B;C;;;;;;;4,25;;;;;;;A;B;;;;;;;;;4,5;;4,461538462;9
M-ØA;239;;;;3,25;UiA;C;3;;;;;;;;;;C;;;;;;;;;;0;;;;;3;;;;;;;;;;;;A;;;;;C;;;C;;;D;;3;;;;;;;;D;;D;;;;C;;;2,333333333;;2,714285714;9
M-ØA;240;;;;3,65;HINN+ NMBU;B;4;;;;;;;;;;;;;;;;;;B;;;;;;;4;;;;;;;;;;;;A;;;;B;;A;;;;;;A;4,75;;;;;;;;B;;;;;;;;;4;;4,375;6
M-ØA;241;;;;3,26;NTNU;B;4;;;;;;;A;;;;;B;;;;;;;B;;;;;;4,4;;;;;;;;;;;;A;;;C;;C;;;;;;;B;3,6;;;;;;B;;C;;;;;;;;;3,5;;3,857142857;9
M-ØA;242;;;;3,28;NMBU + NTNU + BI;B;4;;;;;;;;;;;A;C;;B;;;;;B;;;;;;4,166666667;;;;;;;;;;;;;B;;B;;D;;;0;;;;A;3,833333333;;;;;;;B;A;;;C;;;;;;4;;4;12
M-ØA;243;;;;3,25;BI;B;4;;;;;;;;;;C;B;B;B;C;;0;;;;;;;;;3,625;;;;;;;;;;;;A;B;;C;;C;;;;;;;;3,666666667;;;;;;;D;C;;;;;;;;;2,5;;3,388888889;12
M-ØA;244;;;;3,5;Høgskolen i Østfold;B;4;;;;;;;;;;;;C;;;;;;;C;;;;;;3;;;;;;;;;;A;;;B;;;;C;;;;;;;;4;;;;;;B;;;;;;;;;;;4;;3,666666667;6
M-ØA;245;;;;3,65;NMBU;A;5;;;;;;;;;;;;;;;;0;;;C;;;;;;3;;;;;;;;;;;Bestått;;A;;D;;D;0;;;;;;;3,2;;;;;;;;B;;C;;;B;;;;3,666666667;;3,384615385;10
M-ØA;246;;;;3,5;NMBU;B;4;;;;;B;;;;;B;;;;;;;;;;;;;;A;4,4;;;;;;;;;;;;;;;;;B;;;;;;;;4;;;;C;;;;B;;;;;;;B;;3,8;;4,090909091;7
M-ØA;247;;;;3,75;Kristiania + BI;A;5;;;;;;;;;;;;;;;;;D;C;;;;;;;2,5;;;;;;;;;;;;A;;;;D;;;;;;;;A;4;;;;;;;;;;;;;;;;;;;3,142857143;5
M-ØA;248;;;;3,5;UiT;B;4;;;;B;C;;;;;B;;;;;;;;;;;;;;;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;;;;;B;;;;;;;;;4,5;;4,111111111;5
M-ØA;249;;;;3,28;NTNU;B;4;;;;;;;;;;;;;;;;;;;B;;C;;;;3,5;;;;;;;;;;;;A;B;;;;C;;;;;;;;4;;;;;;;;C;;E;;;C;;;;2,333333333;;3,142857143;8
M-ØA;250;;;;3,33;NMBU;A;5;;;;;;;A;;;;;C;;;;;;;B;;;;;;4,2;;;;A;;;;;;;;B;;;D;;C;;;;;;;;3,5;;;;;;B;;B;;;;;;;;;4;;3,866666667;9
M-ØA;251;;;;3,96;NMBU;B;4;;;;;;;;;;;B;0;;B;;;;;E;;;;;;2,8;;;;;;;;;;;;;B;0;;;B;;;;;;;;4;;;;;;;B;B;;;;;;;;;4;;3,5;9
M-ØA;252;;;;3,28;OsloMet;B;4;;;;;;;;;;;;;D;;;;;;B;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C;;B;;;C;;;;3,333333333;;3,2;5
M-ØA;253;;;; ; ;B;4;;;C;C;B;;;;;;;;;;;;;;B;;;;;;3,428571429;;;;;;;;;;;;C;;;B;;B;;;;;;;;3,75;;;;;;A;;B;;;;;;;;;4,5;;3,8;9
M-ØA;254;;;;3,25;NMBU;A;5;;;;B;B;;;;;F;;;;;;;D;;;;;;;;2,285714286;;;;B;;;;;;;;B;;;;;D;;;;;;;;3,5;;C;;C;;;;F;;;;;;;;;1,8;;2,4375;10
M-ØA;255;;;;3,63;BI;B;4;;;;;;;;;;;F;D;;;;;;;;;;;;;0,666666667;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;A;;C;E;;;;;;;;3;;2,222222222;5
M-ØA;256;;;;3,4;OsloMet;A;5;;;;;;;;;;;;;;;;;;;C;;0;;B;;3,5;;;;;;;;;;0;;;B;;;;C;;;0;C;0;;;3,4;;;;;;;;B;;B;;;C;;;;3,666666667;;3,533333333;12
M-ØA;257;;;;3,25;HiØ;B;4;;;;;;;C;;;;D;;;B;;;;;;;;;;;2,8;;;;;;;;;;;;;C;A;;;C;;;;;;;;3,5;;;;;;;E;B;;;;;;;;;2,5;;2,923076923;8
M-ØA;258;;;;3,46;NMBU;B;4;;;;;;;;;;C;F;D;;B;;;;;;;;0;;;2;;;;;;;;;;;;C;B;;0;;C;;;;;;;;3,5;;;;;;;B;B;;;;;;;;;4;;3;11
M-ØA;259;;;;3,25;NMBU;B;4;;;;C;B;;;;;;;;;;;;D;;;;;;;;2,8;;;;B;;D;;;;;;B;;;;;E;;;;;;;B;3;0;C;;;;;;E;;;;;;;;;2;;2,6875;11
M-ØA;260;;;;3,27;Høyskolen Kristiania;B;4;;;;;;;F;;;;F;;;B;;;;;;;;;;;0,8;;;;;;;;;;;;;C;;;;C;;;;;;;;3;;;;;;;E;D;;;;;;;;;1,5;;1,583333333;7
M-ØA;261;;;;4,79;NMBU;A;5;;;;;;;A;;;;;A;;;;;;;A;;;;;;5;;;;;;;;A;;;;;;;A;;A;;;;;;;;5;;;;;;A;;A;;;;;;;;;5;;5;8
M-ØA;262;;;;3,29;USN;A;5;;;;;;B;;;;;;;;;;;;;D;;;;;;2,666666667;;;;;;;;;;;;A;;;;;C;;;E;;;C;;2,666666667;;;;;;;;D;;E;;;;B;;;2,333333333;;2,533333333;9
M-ØA;263;;;;3,25;BI;C;3;;;;;;;;;;B;C;;;C;;;;;;;;;;;3,4;;;;;;;;;;;;;C;;;;C;;;C;;;;B;3,166666667;;;;;;;C;C;;;;;;;;;3;;3,2;9
M-ØA;264;;;;3,77;OsloMet;B;4;;;;;;;;;;;A;;;B;;;;;;;;;;;4,666666667;;;;;;;;B;;;;B;B;;B;;A;;;;;;;;4,125;;;;;;;A;A;;;;;;;;;5;;4,466666667;9
M-ØA;265;;;;3,25;BI;A;5;;;;B;B;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;;A;;C;;;;;;;;;4;;4;5
M-ØA;266;;;;3,67;Høyskolen Kristiania;B;4;;;;;;;;;;;;;;;;;B;A;;;;;;;4,5;;;;;;;;;;;;B;;;;C;;;;;;;;B;3,666666667;;;;;;;;;;;;;;;;;;;4,142857143;5
M-ØA;267;;;; ; ;B;4;;;;;;;;;;;;;;;;B;;;C;;;;;;3,5;;;;;;;;;;;;B;;;F;;B;;C;;;;;;2,333333333;;;;;;B;;D;;;;;;;;;3;;2,857142857;8
M-ØA;268;;;;3,25;UiT;C;3;;;;;;;;;;;;;;;;;;;C;;;;;;3;;;;;;;;;;;;;;;;;E;;;D;;;B;;2,6;;;;;;;;C;;D;;;;C;;;2,666666667;;2,692307692;7
M-ØA;269;;;;3,74;0;B;4;;;;C;A;;;;;D;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;C;;;;;;;;3;;C;;;;;D;B;;;;;;;;;3;;3;7
M-ØA;270;;;;3,82;BI;A;5;;;;;;;C;;;;A;0;;B;D;D;;;;;;;0;;3,25;;;;;;;A;;;;;;A;;F;;B;;;;C;;;;3,333333333;;;;;;;B;A;;C;;;;;;;4;;3,47826087;15
M-ØA;271;;;;4;NMBU;A;5;;;;;;;;;;;;;;;;;;;A;F;;;;;2,5;;;;;;;;;;;;;A;;;;C;;;;;;;;4,333333333;;;;;;;;B;;E;;;B;;;;3;;3,153846154;7
M-ØA;272;;;; ; ;C;3;;;;;;;;;F;;E;;C;C;;;F;;;;;;;;1,375;;;;;;;E;;0;;;;B;;0;;F;;;;;;;C;2,166666667;;;;;;;F;F;;;;;;;;;0;;1,333333333;13
M-ØA;273;;;;3,25;NMBU og MF vit.høyskole teologi;A;5;;;;;;;C;;;;;A;;;;;;;A;;;;;;4,2;;;;A;;;;;;;;B;;;B;;A;;;;;;;;4,5;;;;;;B;;B;;;;;;;;;4;;4,266666667;9
M-ØA;274;;;;3,25;BI;A;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;B;;C;;C;;;;;;;;3,4;;;;;;;C;B;;;;;;;;;3,5;;3,444444444;6
M-ØA;275;;;;4,21;NTNU;C;3;;;;;;;;;;;;;;;;;C;;;C;;;;;3;B;;;;;C;;;;;;A;;;;;;;;C;;;B;;3,625;;;;;;;;;;;;E;;B;;;2,5;;3,1875;9
M-ØA;276;;;;3,35;Høgskolen Vestlandet;C;3;;;;;;;C;;;;F;;;C;;;;;;;;;;;1,8;;;;;;;;D;;;;;C;;B;;C;;;;;;;;3;;;;;;;B;C;;;;;;;;;3,5;;2,75;9
M-ØA;277;;;;3,5;BI;A;5;;;;;;;;;;;;;;;;;A;A;;;;;;;5;;;;;;;;;;;;A;;;;A;;;;;;;;A;5;;;;;;;;;;;;;;;;;;;5;5
M-ØA;278;;;;3,25;NMBU;B;4;;;;;A;;;;;C;;;;;;;;;;;;;;A;4,2;;;;;;;;;;;;;;;;;B;;;;;;;;4;;;;;;;;B;;;;;;;A;;4,5;;4,3;6
M-ØA;279;;;;3,25;NTNU;C;3;;;;;;;;;;C;;;;;;;;;;;;;;;3;;;;;;;;;;;;A;;;;;D;;;E;;;C;;2,5;;;;;;;;D;;D;;;;C;;;2,333333333;;2,5;8
M-ØA;280;;;;3,25;USN;B;4;;;;;;;;;;;;;;;;;D;;;;;;;;2;;;;;;;E;;;;;A;;;;;D;0;;C;;;C;;2,625;;;;;;;;F;;E;;;;B;;;1,666666667;;2,1875;10
M-ØA;281;;;;3,5;BI;B;4;;;;;;;;;;;;;;;;;B;A;;;;;;;4,5;;;;;;;;;;;;A;;;;D;;;;;;;;A;4;;;;;;;;;;;;;;;;;;;4,285714286;5
M-ØA;282;;;;3,44;Høyskolen Kristiania;A;5;;;;;;;C;;;D;B;;;C;;B;D;;;;;;;;3;;;;;;;;C;;;;;A;;F;;C;;;;;;;;2,714285714;;;;;;;B;D;;E;;;;;;;2,333333333;;2,75;13
M-ØA;283;;;;3,25;OsloMet;A;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;B;;;D;;B;;C;;;;;;3;;;;;;B;;D;;;;;;;;;3;;3;6
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Snittkarakter masteroppgaver;4,13253012;;;;;;;;;;;;;;;;;;;;;;;;Gjennomsnitt 3. semester;3,311904762;;;;;;;;;;;;;;;;;;;;;;;;Gjennomsnitt 2. semester;3,457222222;;;;;;;;;;;;;;;;Gjennomsnitt 1. semester;3,255263158;;Gjennomsnitt emner før masteroppgave;3,351875137
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M-BIOEC;;;;;;;;;;Semester;Høst 2024;Høst 2024;Høst 2024;Høst 2024;Høst 2024;Høst 2024;Sum høst 2024;Vår 2024;Vår 2024;Vår 2024;Vår 2024;Vår 2024;Vår 2024;Sum vår 2024;Høst 2023;Høst 2023;Høst 2023;Høst 2023;Høst 2023;Sum høst 2023;;;Karaktergivende emner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;Antallet studenter med vurdering i emnet;1;18;3;1;1;4;;2;27;1;1;1;17;;9;1;19;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;Studiepoeng emne;5;5;5;10;10;5;;5;10;10;5;10;5;;10;5;5;10;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Studieprogram;Studentnummer;;;;Opptakssnitt (snitt fra bachelorgrad) kjerne eller 180 stp;Studiested for bachelorgrad;Bokstavkarakter;Tallkarakter;;Emne;AOS230;AOS340;BUS211;BUS220;BUS340;PHI201;;AOS234;BIOEC350;BUS110;BUS160;BUS210;ECN263;;AOS237;BUS133;BUS211;ECN102;ECN120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-BIOEC;284;;;;3,43;OsloMET;A;5;;;;C;;;;;3;;B;;;;;4;;;B;;;4;;3,75;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-BIOEC;285;;;;4,22;Kristiania;D;2;;;;;;;;;;;A;;;;D;4;;;B;;;4;;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-BIOEC;286;;;;3,53;OsloMet;A;5;;;;;;;;;;;B;;;;;4;;;;;;;;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-BIOEC;287;;;;3,7;NTNU;B;4;;;;B;;;;;4;;A;;;;;5;A;;B;;;4,666666667;;4,666666667;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-BIOEC;288;;;;3,32;NTNU;A;5;;;;B;A;;;;4,5;;C;;;;A;3,666666667;;;;;;;;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-BIOEC;289;;;;2,54;NMBU;B;4;;;;D;;;;;2;;B;;;;;4;B;;C;;;3,666666667;;3,5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-BIOEC;290;;;;3,74;Kristiania;A;5;;;;;;;;;;;B;;;;;4;;;B;;;4;;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M30-BIOEC;291;;;;4;OsloMet;C;3;;;;B;;;;;4;;C;;;;;3;B;;A;;;4,333333333;;3,833333333;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
